chapter,PENSVMA,PENSVMB
1,0.9220338983050848,0.9142857142857143
2,0.795,0.7
3,0.8243902439024391,0.8615384615384615
4,0.6235294117647059,0.825
5,0.887719298245614,0.6333333333333333
