model,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
davinci-base,0.9473365617433414,0.8375,0.7485928705440901,0.7696078431372549,0.8260233918128654,0.914496833216045,0.7965517241379311,0.7666666666666666,0.7647849462365591,0.9482758620689655,0.878159757330637,0.9583333333333333,0.8015873015873016,0.858974358974359,0.8802083333333333,0.9375,0.8654970760233918,0.8333333333333334,0.8972431077694235,0.9139492753623188,0.9162640901771336,0.8698553948832035,0.9345454545454546,0.8809523809523809,0.9642857142857143,0.9655172413793103,0.8870192307692308,0.9722222222222222,0.9435817805383022,0.893125,0.9444444444444444,0.9372727272727273,0.9552364864864865,0.9047619047619048,0.9377777777777778
davinci-finetuned,0.9821428571428572,0.9624999999999999,0.9371482176360225,0.9411764705882353,0.9634502923976608,0.9349049964813512,0.98,0.9291666666666667,0.9032258064516129,0.9627586206896552,0.9782608695652174,0.9305555555555556,0.8386243386243386,0.9807692307692308,0.9635416666666667,0.9010416666666667,0.9551656920077972,0.9166666666666666,0.9235588972431077,0.9130434782608696,0.9782608695652174,0.935483870967742,1.0,0.8952380952380952,0.9888888888888889,0.9827586206896552,0.953125,1.0,0.9653209109730849,0.98,0.9444444444444444,0.9772727272727273,0.9864864864864865,1.0,0.9655555555555555
